CustomerID,Recency,Frequency,Monetary,log_Recency,log_Frequency,log_Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,RFM_Label,Cluster,Segment
12408,33,8,4340.77,3.5263605246161616,2.19722457733622,8.37603737805411,3,3,4,10,334,Champions,1,Champions
12409,79,7,23419.29,4.382026634673881,2.079441541679836,10.061358019654037,3,2,4,9,324,Loyal Customers,1,Champions
12410,309,3,1013.71,5.736572297479192,1.3862943611198906,6.9223581363660704,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
12411,410,1,346.9,6.018593214496234,0.6931471805599453,5.8519150821578965,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12412,75,6,2596.93,4.330733340286331,1.9459101490553128,7.862470253064629,3,2,4,9,324,Loyal Customers,1,Champions
12413,67,4,999.45,4.219507705176107,1.6094379124341005,6.908205177762502,3,2,3,8,323,Loyal Customers,0,Lapsed Customers
12414,217,6,952.41,5.384495062789089,1.9459101490553128,6.860045031492727,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
12415,24,28,144458.37,3.218875824868201,3.367295829986474,11.88075357052652,4,3,4,11,434,Champions,1,Champions
12416,657,1,202.56,6.489204931325317,0.6931471805599453,5.315960801720632,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12417,3,20,6797.41,1.3862943611198906,3.044522437723423,8.824444040293804,4,3,4,11,434,Champions,1,Champions
12418,113,4,2021.2,4.736198448394496,1.6094379124341005,7.611941306657298,2,2,3,7,223,Potential Loyalists,1,Champions
12419,386,2,503.01,5.958424693029782,1.0986122886681098,6.222596109144375,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12420,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765,3,1,2,6,312,New Customers,0,Lapsed Customers
12421,16,6,1098.6,2.833213344056216,1.9459101490553128,7.00270175629109,4,2,3,9,423,Loyal Customers,1,Champions
12422,96,17,5231.8,4.574710978503383,2.8903717578961645,8.562701786647002,3,3,4,10,334,Champions,1,Champions
12423,1,10,2622.39,0.6931471805599453,2.3978952727983707,7.872222653526559,4,3,4,11,434,Champions,1,Champions
12424,163,4,3340.03,5.099866427824199,1.6094379124341005,8.114034421663943,2,2,4,8,224,Potential Loyalists,1,Champions
12425,78,2,1741.41,4.3694478524670215,1.0986122886681098,7.463024491372511,3,1,3,7,313,New Customers,0,Lapsed Customers
12426,195,2,1345.21,5.278114659230517,1.0986122886681098,7.205048515865767,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
12427,22,3,825.8,3.1354942159291497,1.3862943611198906,6.717562827807613,4,1,2,7,412,New Customers,1,Champions
12428,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246,4,3,4,11,434,Champions,1,Champions
12429,9,8,6204.41,2.302585092994046,2.19722457733622,8.733176771201169,4,3,4,11,434,Champions,1,Champions
12430,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265,3,1,1,5,311,New Customers,0,Lapsed Customers
12431,36,27,10432.22,3.610917912644224,3.332204510175204,9.252750225181329,3,3,4,10,334,Champions,1,Champions
12432,43,5,5059.32,3.784189633918261,1.791759469228055,8.529185001388596,3,2,4,9,324,Loyal Customers,1,Champions
12433,1,10,16794.14,0.6931471805599453,2.3978952727983707,9.72884483782588,4,3,4,11,434,Champions,1,Champions
12434,85,3,1103.43,4.454347296253507,1.3862943611198906,7.007084643758051,3,1,3,7,313,New Customers,0,Lapsed Customers
12435,80,6,13925.93,4.394449154672439,1.9459101490553128,9.541579654832375,3,2,4,9,324,Loyal Customers,1,Champions
12436,100,1,509.01,4.61512051684126,0.6931471805599453,6.234430333369278,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12437,2,39,12683.4,1.0986122886681098,3.688879454113936,9.44812817095412,4,3,4,11,434,Champions,1,Champions
12438,14,2,2906.85,2.70805020110221,1.0986122886681098,7.975169255479829,4,1,4,9,414,New Customers,1,Champions
12439,683,2,1142.88,6.52795791762255,1.0986122886681098,7.042181271332972,1,1,3,5,113,Lost Customers,0,Lapsed Customers
12440,462,2,859.2,6.137727054086234,1.0986122886681098,6.757164920349636,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12441,367,1,173.55,5.908082938168931,0.6931471805599453,5.162211233551045,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
12442,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593,4,1,1,6,411,New Customers,0,Lapsed Customers
12443,732,1,485.31,6.597145701886651,0.6931471805599453,6.186846280636522,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12444,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437,4,2,4,10,424,Loyal Customers,1,Champions
12445,22,2,434.98,3.1354942159291497,1.0986122886681098,6.077596370737269,4,1,2,7,412,New Customers,0,Lapsed Customers
12446,58,1,1002.31,4.07753744390572,0.6931471805599453,6.9110598129904375,3,1,3,7,313,New Customers,0,Lapsed Customers
12447,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12448,44,1,449.45,3.80666248977032,0.6931471805599453,6.110247083097449,3,1,2,6,312,New Customers,0,Lapsed Customers
12449,22,6,4835.89,3.1354942159291497,1.9459101490553128,8.484027231195778,4,2,4,10,424,Loyal Customers,1,Champions
12450,156,5,688.2,5.056245805348308,1.791759469228055,6.535531504653775,2,2,2,6,222,Potential Loyalists,0,Lapsed Customers
12451,11,8,12669.88,2.4849066497880004,2.19722457733622,9.44706172630974,4,3,4,11,434,Champions,1,Champions
12452,17,2,430.57,2.8903717578961645,1.0986122886681098,6.067429722163682,4,1,2,7,412,New Customers,0,Lapsed Customers
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12454,56,5,16679.78,4.04305126783455,1.791759469228055,9.72201243740933,3,2,4,9,324,Loyal Customers,1,Champions
12455,73,10,5879.95,4.30406509320417,2.3978952727983707,8.679473592468364,3,3,4,10,334,Champions,1,Champions
12456,44,3,3181.04,3.80666248977032,1.3862943611198906,8.065277779528966,3,1,4,8,314,New Customers,1,Champions
12457,66,8,2995.91,4.204692619390966,2.19722457733622,8.005337036835723,3,3,4,10,334,Champions,1,Champions
12458,71,4,1777.49,4.276666119016055,1.6094379124341005,7.483519968656931,3,2,3,8,323,Loyal Customers,1,Champions
12459,605,1,454.36,6.406879986069314,0.6931471805599453,6.121088314901487,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12460,456,1,326.65,6.124683390894205,0.6931471805599453,5.791945965485506,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12461,94,2,826.88,4.553876891600541,1.0986122886681098,6.718868216346018,3,1,2,6,312,New Customers,0,Lapsed Customers
12462,19,2,1189.59,2.995732273553991,1.0986122886681098,7.082204261557526,4,1,3,8,413,New Customers,0,Lapsed Customers
12463,53,4,1344.78,3.9889840465642745,1.6094379124341005,7.204729049594601,3,2,3,8,323,Loyal Customers,1,Champions
12464,10,8,1212.05,2.3978952727983707,2.19722457733622,7.100893128209941,4,3,3,10,433,Champions,1,Champions
12465,17,2,742.1899999999999,2.8903717578961645,1.0986122886681098,6.610951732080795,4,1,2,7,412,New Customers,0,Lapsed Customers
12466,682,1,56.73,6.52649485957079,0.6931471805599453,4.055776969072842,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12467,423,1,132.8,6.049733455231958,0.6931471805599453,4.896346147694128,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12468,188,5,3670.74,5.241747015059643,1.791759469228055,8.208420943133293,2,2,4,8,224,Potential Loyalists,1,Champions
12469,523,2,3070.54,6.261491684321042,1.0986122886681098,8.029934343472139,1,1,4,6,114,Lost Customers,0,Lapsed Customers
12470,690,1,211.95,6.53813982376767,0.6931471805599453,5.361057396369223,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12471,2,79,39918.19,1.0986122886681098,4.382026634673881,10.59461243963838,4,3,4,11,434,Champions,1,Champions
12472,32,19,16249.29,3.49650756146648,2.995732273553991,9.69586603375249,3,3,4,10,334,Champions,1,Champions
12473,29,5,3928.05,3.4011973816621555,1.791759469228055,8.276152945361936,3,2,4,9,324,Loyal Customers,1,Champions
12474,17,31,12372.75,2.8903717578961645,3.4657359027997265,9.423332572234017,4,3,4,11,434,Champions,1,Champions
12475,54,2,1149.64,4.007333185232471,1.0986122886681098,7.048073588295634,3,1,3,7,313,New Customers,0,Lapsed Customers
12476,16,23,14083.91,2.833213344056216,3.1780538303479458,9.5528592905137,4,3,4,11,434,Champions,1,Champions
12477,23,9,20276.37,3.1780538303479458,2.302585092994046,9.917260764877222,4,3,4,11,434,Champions,1,Champions
12478,4,1,680.99,1.6094379124341005,0.6931471805599453,6.525014994979364,4,1,2,7,412,New Customers,0,Lapsed Customers
12479,11,1,527.2,2.4849066497880004,0.6931471805599453,6.269474999863032,4,1,2,7,412,New Customers,0,Lapsed Customers
12480,28,7,5464.85,3.367295829986474,2.079441541679836,8.606274923740443,3,2,4,9,324,Loyal Customers,1,Champions
12481,23,15,12185.51,3.1780538303479458,2.772588722239781,9.408084881237476,4,3,4,11,434,Champions,1,Champions
12482,576,29,23691.4,6.3578422665081,3.4011973816621555,10.07290960059048,1,3,4,8,134,Lost Customers,1,Champions
12483,17,19,5097.18,2.8903717578961645,2.995732273553991,8.536638892276656,4,3,4,11,434,Champions,1,Champions
12484,33,12,6354.1,3.5263605246161616,2.5649493574615367,8.757012919140978,3,3,4,10,334,Champions,1,Champions
12485,529,1,708.1,6.272877006546167,0.6931471805599453,6.563996560309951,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12486,432,1,1037.28,6.07073772800249,0.6931471805599453,6.945320776868279,1,1,3,5,113,Lost Customers,0,Lapsed Customers
12487,731,1,285.29999999999995,6.595780513961311,0.6931471805599453,5.657040212104069,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12488,10,3,1298.66,2.3978952727983707,1.3862943611198906,7.169857970780942,4,1,3,8,413,New Customers,1,Champions
12489,336,1,334.93,5.820082930352362,0.6931471805599453,5.816902804925467,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
12490,5,21,9823.64,1.791759469228055,3.091042453358316,9.192648794844782,4,3,4,11,434,Champions,1,Champions
12491,39,1,460.4,3.688879454113936,0.6931471805599453,6.134265345739653,3,1,2,6,312,New Customers,0,Lapsed Customers
12492,63,3,715.21,4.158883083359672,1.3862943611198906,6.573973420047142,3,1,2,6,312,New Customers,0,Lapsed Customers
12493,166,2,433.74,5.117993812416755,1.0986122886681098,6.07474815124472,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12494,16,9,1815.27,2.833213344056216,2.302585092994046,7.504540226523796,4,3,3,10,433,Champions,1,Champions
12495,641,1,357.4,6.464588303689961,0.6931471805599453,5.881649681100775,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12496,620,2,45.34,6.431331081933479,1.0986122886681098,3.8360055190042304,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12497,82,3,6248.5,4.418840607796598,1.3862943611198906,8.740256739530276,3,1,4,8,314,New Customers,1,Champions
12498,21,3,403.7000000000001,3.091042453358316,1.3862943611198906,6.00314605188182,4,1,2,7,412,New Customers,0,Lapsed Customers
12499,560,1,393.72,6.329720905522696,0.6931471805599453,5.978176652781047,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12500,23,19,5955.21,3.1780538303479458,2.995732273553991,8.692189651745124,4,3,4,11,434,Champions,1,Champions
12501,337,1,2169.39,5.823045895483019,0.6931471805599453,7.682662153888476,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
12502,96,5,3723.87,4.574710978503383,1.791759469228055,8.222787230875806,3,2,4,9,324,Loyal Customers,1,Champions
12503,584,1,1126.0,6.371611847231857,0.6931471805599453,7.027314514039777,1,1,3,5,113,Lost Customers,0,Lapsed Customers
12504,18,4,779.05,2.9444389791664403,1.6094379124341005,6.659358020193259,4,2,2,8,422,Loyal Customers,1,Champions
12505,409,1,955.2,6.016157159698354,0.6931471805599453,6.862967096192003,1,1,3,5,113,Lost Customers,0,Lapsed Customers
12506,233,1,73.5,5.455321115357702,0.6931471805599453,4.310799125385514,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
12507,134,4,1844.06,4.90527477843843,1.6094379124341005,7.520267076271057,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
12508,26,2,397.88,3.295836866004329,1.0986122886681098,5.988660619775247,4,1,2,7,412,New Customers,0,Lapsed Customers
12509,284,1,176.5,5.652489180268651,0.6931471805599453,5.178970608915471,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
12510,143,9,5178.02,4.969813299576001,2.302585092994046,8.552371128165808,2,3,4,9,234,Potential Loyalists,1,Champions
12511,429,1,3084.02,6.063785208687608,0.6931471805599453,8.034313419300645,1,1,4,6,114,Lost Customers,0,Lapsed Customers
12512,66,2,132.18,4.204692619390966,1.0986122886681098,4.891701596682476,3,1,1,5,311,New Customers,0,Lapsed Customers
12513,113,1,612.29,4.736198448394496,0.6931471805599453,6.418837907265026,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12514,267,2,1597.76,5.5909869805108565,1.0986122886681098,7.37698360776012,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
12515,353,1,383.7,5.869296913133774,0.6931471805599453,5.95246380975825,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12516,78,4,2648.62,4.3694478524670215,1.6094379124341005,7.882171512471631,3,2,4,9,324,Loyal Customers,1,Champions
12517,28,5,2481.6,3.367295829986474,1.791759469228055,7.817061677081847,3,2,4,9,324,Loyal Customers,1,Champions
12518,1,5,2056.89,0.6931471805599453,1.791759469228055,7.629436465014086,4,2,3,9,423,Loyal Customers,1,Champions
12519,64,2,716.54,4.174387269895637,1.0986122886681098,6.575828695208771,3,1,2,6,312,New Customers,0,Lapsed Customers
12520,79,5,2634.26,4.382026634673881,1.791759469228055,7.876737127834484,3,2,4,9,324,Loyal Customers,1,Champions
12521,143,1,599.68,4.969813299576001,0.6931471805599453,6.39806234681208,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12522,39,2,192.72,3.688879454113936,1.0986122886681098,5.266413817535028,3,1,1,5,311,New Customers,0,Lapsed Customers
12523,19,23,4352.35,2.995732273553991,3.1780538303479458,8.378700942638904,4,3,4,11,434,Champions,1,Champions
12524,9,17,11126.11,2.302585092994046,2.8903717578961645,9.317139751972052,4,3,4,11,434,Champions,1,Champions
12525,498,3,973.73,6.212606095751519,1.3862943611198906,6.882160509570649,1,1,3,5,113,Lost Customers,0,Lapsed Customers
12526,1,3,1316.66,0.6931471805599453,1.3862943611198906,7.183612715167257,4,1,3,8,413,New Customers,1,Champions
12527,82,5,735.51,4.418840607796598,1.791759469228055,6.601922813543027,3,2,2,7,322,Loyal Customers,0,Lapsed Customers
12528,9,6,1933.48,2.302585092994046,1.9459101490553128,7.567593835498341,4,2,3,9,423,Loyal Customers,1,Champions
12529,528,1,316.48,6.270988431858299,0.6931471805599453,5.760414824222675,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12530,60,9,3759.26,4.110873864173311,2.302585092994046,8.232243382929433,3,3,4,10,334,Champions,1,Champions
12531,15,2,1933.2,2.772588722239781,1.0986122886681098,7.567449083282863,4,1,3,8,413,New Customers,1,Champions
12532,30,1,349.83000000000004,3.4339872044851463,0.6931471805599453,5.860301775655642,3,1,2,6,312,New Customers,0,Lapsed Customers
12533,628,2,1367.89,6.444131256700441,1.0986122886681098,7.221755471439273,1,1,3,5,113,Lost Customers,0,Lapsed Customers
12534,131,1,1089.18,4.882801922586371,0.6931471805599453,6.9940980992041535,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
12535,92,2,716.35,4.532599493153256,1.0986122886681098,6.575563866544399,3,1,2,6,312,New Customers,0,Lapsed Customers
12536,43,3,12601.830000000002,3.784189633918261,1.3862943611198906,9.441676670894656,3,1,4,8,314,New Customers,1,Champions
12537,409,1,732.94,6.016157159698354,0.6931471805599453,6.598427281404094,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12538,29,2,640.45,3.4011973816621555,1.0986122886681098,6.463731238695349,3,1,2,6,312,New Customers,0,Lapsed Customers
12539,22,7,11214.75,3.1354942159291497,2.079441541679836,9.325074319439649,4,2,4,10,424,Loyal Customers,1,Champions
12540,20,33,22254.49,3.044522437723423,3.5263605246161616,10.010343998731724,4,3,4,11,434,Champions,1,Champions
12541,30,3,981.18,3.4339872044851463,1.3862943611198906,6.889774590946187,3,1,3,7,313,New Customers,0,Lapsed Customers
12542,484,2,481.88,6.184148890937483,1.0986122886681098,6.179768175579484,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12543,448,1,980.25,6.107022887742255,0.6931471805599453,6.888827269096618,1,1,3,5,113,Lost Customers,0,Lapsed Customers
12544,36,1,372.7,3.610917912644224,0.6931471805599453,5.923453336491439,3,1,2,6,312,New Customers,0,Lapsed Customers
12545,75,2,1000.39,4.330733340286331,1.0986122886681098,6.909144313826412,3,1,3,7,313,New Customers,0,Lapsed Customers
12546,47,2,1161.5,3.871201010907891,1.0986122886681098,7.058328137461511,3,1,3,7,313,New Customers,0,Lapsed Customers
12547,198,3,383.58,5.293304824724492,1.3862943611198906,5.952151829722441,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12548,166,1,95.2,5.117993812416755,0.6931471805599453,4.566429357671661,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
12549,576,6,1575.68,6.3578422665081,1.9459101490553128,7.363076649441731,1,2,3,6,123,Lost Customers,0,Lapsed Customers
12550,79,1,964.83,4.382026634673881,0.6931471805599453,6.872987835288763,3,1,3,7,313,New Customers,0,Lapsed Customers
12551,358,1,168.0,5.883322388488279,0.6931471805599453,5.1298987149230735,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
12552,39,2,437.82,3.688879454113936,1.0986122886681098,6.084089306213804,3,1,2,6,312,New Customers,0,Lapsed Customers
12553,8,12,4608.75,2.19722457733622,2.5649493574615367,8.435928904585275,4,3,4,11,434,Champions,1,Champions
12554,449,1,468.5,6.1092475827643655,0.6931471805599453,6.1516682986483175,1,1,2,4,112,Lost Customers,0,Lapsed Customers
12555,682,1,129.23,6.52649485957079,0.6931471805599453,4.869302117979612,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12556,50,2,599.56,3.9318256327243257,1.0986122886681098,6.397862553264747,3,1,2,6,312,New Customers,0,Lapsed Customers
12557,16,8,18096.14,2.833213344056216,2.19722457733622,9.803509193719131,4,3,4,11,434,Champions,1,Champions
12558,8,1,269.96,2.19722457733622,0.6931471805599453,5.601971208509516,4,1,1,6,411,New Customers,0,Lapsed Customers
12559,311,2,561.71,5.7430031878094825,1.0986122886681098,6.33276439774036,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12560,5,3,2134.01,1.791759469228055,1.3862943611198906,7.666226609492505,4,1,3,8,413,New Customers,1,Champions
12561,303,1,238.85,5.717027701406222,0.6931471805599453,5.480013727948073,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
12562,8,9,4966.92,2.19722457733622,2.302585092994046,8.510756520424078,4,3,4,11,434,Champions,1,Champions
12563,409,1,249.24,6.016157159698354,0.6931471805599453,5.522420457356946,1,1,1,3,111,Lost Customers,0,Lapsed Customers
12564,261,1,456.9,5.568344503761097,0.6931471805599453,6.12665081966305,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
12565,289,1,145.92,5.66988092298052,0.6931471805599453,4.989888220951467,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
12566,86,1,351.65,4.465908118654584,0.6931471805599453,5.865476063654188,3,1,2,6,312,New Customers,0,Lapsed Customers
12567,23,15,11767.48,3.1780538303479458,2.772588722239781,9.37318005002864,4,3,4,11,434,Champions,1,Champions
12568,645,1,70.0,6.470799503782602,0.6931471805599453,4.262679877041316,1,1,1,3,111,Lost Customers,0,Lapsed Customers
